# 房间表：buildingName|roomNo|floor|capacity|床位号=学号;床位号=学号|electricityBalance
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
01A栋|101|1|4|1=23011109;2=23011110;3=23011111;4=23011112|0.0
14B栋|736|7|4|1=25142305;2=25142306;3=25142307;4=25142308|0.0
14B栋|737|7|4|1=25142309;2=25142310;3=25142311;4=25142312|0.0
14B栋|738|7|4|1=25142313;2=25142314;3=25142315;4=25142316|0.0
14B栋|739|7|4|1=25142317;2=25142318;3=25142319;4=25142320|0.0
14B栋|740|7|4|1=25142321;2=25142322;3=25142323;4=25142324|0.0
14B栋|741|7|4|1=25142325;2=25142326;3=25142327;4=25142328|0.0
14B栋|742|7|4|1=25142329;2=25142330;3=25142331;4=25142332|0.0
14B栋|743|7|4|1=25142401;2=25142402;3=25142403;4=25142404|0.0
14B栋|744|7|4|1=25142405;2=25142406;3=25142407;4=25142408|0.0
14B栋|745|7|4|1=25142409;2=25142410;3=25142411;4=25142412|0.0
14B栋|801|8|4|1=25142413;2=25142414;3=25142415;4=25142416|0.0
14B栋|802|8|4|1=25142417;2=25142418;3=25142419;4=25142420|0.0
14B栋|803|8|4|1=25142421;2=25142422;3=25142423;4=25142424|0.0
14B栋|804|8|4|1=25142425;2=25142426;3=25142427;4=25142428|0.0
14B栋|805|8|4|1=25142429;2=25142430;3=25142431;4=25142432|0.0
14B栋|806|8|4|1=25143101;2=25143102;3=25143103;4=25143104|0.0
14B栋|807|8|4|1=25143105;2=25143106;3=25143107;4=25143108|0.0
14B栋|808|8|4|1=25143109;2=25143110;3=25143111;4=25143112|0.0
14B栋|809|8|4|1=25143113;2=25143114;3=25143115;4=25143116|0.0
14B栋|810|8|4|1=25143117;2=25143118;3=25143119;4=25143120|0.0
14B栋|811|8|4|1=25143121;2=25143122;3=25143123;4=25143124|0.0
14B栋|812|8|4|1=25143125;2=25143126;3=25143127;4=25143128|0.0
14B栋|813|8|4|1=25143129;2=25143130;3=25143131;4=25143132|0.0
14B栋|814|8|4|1=25143201;2=25143202;3=25143203;4=25143204|0.0
14B栋|815|8|4|1=25143205;2=25143206;3=25143207;4=25143208|0.0
14B栋|816|8|4|1=25143209;2=25143210;3=25143211;4=25143212|0.0
14B栋|817|8|4|1=25143213;2=25143214;3=25143215;4=25143216|0.0
14B栋|818|8|4|1=25143217;2=25143218;3=25143219;4=25143220|0.0
14B栋|819|8|4|1=25143221;2=25143222;3=25143223;4=25143224|0.0
14B栋|820|8|4|1=25143225;2=25143226;3=25143227;4=25143228|0.0
14B栋|821|8|4|1=25143229;2=25143230;3=25143231;4=25143232|0.0
14B栋|822|8|4|1=25143301;2=25143302;3=25143303;4=25143304|0.0
14B栋|823|8|4|1=25143305;2=25143306;3=25143307;4=25143308|0.0
14B栋|824|8|4|1=25143309;2=25143310;3=25143311;4=25143312|0.0
14B栋|825|8|4|1=25143313;2=25143314;3=25143315;4=25143316|0.0
14B栋|826|8|4|1=25143317;2=25143318;3=25143319;4=25143320|0.0
14B栋|827|8|4|1=25143321;2=25143322;3=25143323;4=25143324|0.0
14B栋|828|8|4|1=25143325;2=25143326;3=25143327;4=25143328|0.0
14B栋|829|8|4|1=25143329;2=25143330;3=25143331;4=25143332|0.0
14B栋|830|8|4|1=25143401;2=25143402;3=25143403;4=25143404|0.0
14B栋|831|8|4|1=25143405;2=25143406;3=25143407;4=25143408|0.0
14B栋|832|8|4|1=25143409;2=25143410;3=25143411;4=25143412|0.0
14B栋|833|8|4|1=25143413;2=25143414;3=25143415;4=25143416|0.0
14B栋|834|8|4|1=25143417;2=25143418;3=25143419;4=25143420|0.0
14B栋|835|8|4|1=25143421;2=25143422;3=25143423;4=25143424|0.0
14B栋|836|8|4|1=25143425;2=25143426;3=25143427;4=25143428|0.0
14B栋|837|8|4|1=25143429;2=25143430;3=25143431;4=25143432|0.0
14B栋|838|8|4|1=25144101;2=25144102;3=25144103;4=25144104|0.0
14B栋|839|8|4|1=25144105;2=25144106;3=25144107;4=25144108|0.0
14B栋|840|8|4|1=25144109;2=25144110;3=25144111;4=25144112|0.0
14B栋|841|8|4|1=25144113;2=25144114;3=25144115;4=25144116|0.0
14B栋|842|8|4|1=25144117;2=25144118;3=25144119;4=25144120|0.0
14B栋|843|8|4|1=25144121;2=25144122;3=25144123;4=25144124|0.0
14B栋|844|8|4|1=25144125;2=25144126;3=25144127;4=25144128|0.0
14B栋|845|8|4|1=25144129;2=25144130;3=25144131;4=25144132|0.0
14B栋|901|9|4|1=25144201;2=25144202;3=25144203;4=25144204|0.0
14B栋|902|9|4|1=25144205;2=25144206;3=25144207;4=25144208|0.0
14B栋|903|9|4|1=25144209;2=25144210;3=25144211;4=25144212|0.0
14B栋|904|9|4|1=25144213;2=25144214;3=25144215;4=25144216|0.0
14B栋|905|9|4|1=25144217;2=25144218;3=25144219;4=25144220|0.0
14B栋|906|9|4|1=25144221;2=25144222;3=25144223;4=25144224|0.0
14B栋|907|9|4|1=25144225;2=25144226;3=25144227;4=25144228|0.0
14B栋|908|9|4|1=25144229;2=25144230;3=25144231;4=25144232|0.0
14B栋|909|9|4|1=25144301;2=25144302;3=25144303;4=25144304|0.0
14B栋|910|9|4|1=25144305;2=25144306;3=25144307;4=25144308|0.0
14B栋|911|9|4|1=25144309;2=25144310;3=25144311;4=25144312|0.0
14B栋|912|9|4|1=25144313;2=25144314;3=25144315;4=25144316|0.0
14B栋|913|9|4|1=25144317;2=25144318;3=25144319;4=25144320|0.0
14B栋|914|9|4|1=25144321;2=25144322;3=25144323;4=25144324|0.0
14B栋|915|9|4|1=25144325;2=25144326;3=25144327;4=25144328|0.0
14B栋|916|9|4|1=25144329;2=25144330;3=25144331;4=25144332|0.0
14B栋|917|9|4|1=25144401;2=25144402;3=25144403;4=25144404|0.0
14B栋|918|9|4|1=25144405;2=25144406;3=25144407;4=25144408|0.0
14B栋|919|9|4|1=25144409;2=25144410;3=25144411;4=25144412|0.0
14B栋|920|9|4|1=25144413;2=25144414;3=25144415;4=25144416|0.0
14B栋|921|9|4|1=25144417;2=25144418;3=25144419;4=25144420|0.0
14B栋|922|9|4|1=25144421;2=25144422;3=25144423;4=25144424|0.0
14B栋|923|9|4|1=25144425;2=25144426;3=25144427;4=25144428|0.0
14B栋|924|9|4|1=25144429;2=25144430;3=25144431;4=25144432|0.0
14B栋|925|9|4|1=26141101;2=26141102;3=26141103;4=26141104|0.0
14B栋|926|9|4|1=26141105;2=26141106;3=26141107;4=26141108|0.0
14B栋|927|9|4|1=26141109;2=26141110;3=26141111;4=26141112|0.0
14B栋|928|9|4|1=26141113;2=26141114;3=26141115;4=26141116|0.0
14B栋|929|9|4|1=26141117;2=26141118;3=26141119;4=26141120|0.0
14B栋|930|9|4|1=26141121;2=26141122;3=26141123;4=26141124|0.0
14B栋|931|9|4|1=26141125;2=26141126;3=26141127;4=26141128|0.0
14B栋|932|9|4|1=26141129;2=26141130;3=26141131;4=26141132|0.0
14B栋|933|9|4|1=26141201;2=26141202;3=26141203;4=26141204|0.0
14B栋|934|9|4|1=26141205;2=26141206;3=26141207;4=26141208|0.0
14B栋|935|9|4|1=26141209;2=26141210;3=26141211;4=26141212|0.0
14B栋|936|9|4|1=26141213;2=26141214;3=26141215;4=26141216|0.0
14B栋|937|9|4|1=26141217;2=26141218;3=26141219;4=26141220|0.0
14B栋|938|9|4|1=26141221;2=26141222;3=26141223;4=26141224|0.0
14B栋|939|9|4|1=26141225;2=26141226;3=26141227;4=26141228|0.0
14B栋|940|9|4|1=26141229;2=26141230;3=26141231;4=26141232|0.0
14B栋|941|9|4|1=26141301;2=26141302;3=26141303;4=26141304|0.0
14B栋|942|9|4|1=26141305;2=26141306;3=26141307;4=26141308|0.0
14B栋|943|9|4|1=26141309;2=26141310;3=26141311;4=26141312|0.0
14B栋|944|9|4|1=26141313;2=26141314;3=26141315;4=26141316|0.0
14B栋|945|9|4|1=26141317;2=26141318;3=26141319;4=26141320|0.0
14B栋|1001|10|4|1=26141321;2=26141322;3=26141323;4=26141324|0.0
14B栋|1002|10|4|1=26141325;2=26141326;3=26141327;4=26141328|0.0
14B栋|1003|10|4|1=26141329;2=26141330;3=26141331;4=26141332|0.0
14B栋|1004|10|4|1=26141401;2=26141402;3=26141403;4=26141404|0.0
14B栋|1005|10|4|1=26141405;2=26141406;3=26141407;4=26141408|0.0
14B栋|1006|10|4|1=26141409;2=26141410;3=26141411;4=26141412|0.0
14B栋|1007|10|4|1=26141413;2=26141414;3=26141415;4=26141416|0.0
14B栋|1008|10|4|1=26141417;2=26141418;3=26141419;4=26141420|0.0
14B栋|1009|10|4|1=26141421;2=26141422;3=26141423;4=26141424|0.0
14B栋|1010|10|4|1=26141425;2=26141426;3=26141427;4=26141428|0.0
14B栋|1011|10|4|1=26141429;2=26141430;3=26141431;4=26141432|0.0
14B栋|1012|10|4|1=26142101;2=26142102;3=26142103;4=26142104|0.0
14B栋|1013|10|4|1=26142105;2=26142106;3=26142107;4=26142108|0.0
14B栋|1014|10|4|1=26142109;2=26142110;3=26142111;4=26142112|0.0
14B栋|1015|10|4|1=26142113;2=26142114;3=26142115;4=26142116|0.0
14B栋|1016|10|4|1=26142117;2=26142118;3=26142119;4=26142120|0.0
14B栋|1017|10|4|1=26142121;2=26142122;3=26142123;4=26142124|0.0
14B栋|1018|10|4|1=26142125;2=26142126;3=26142127;4=26142128|0.0
14B栋|1019|10|4|1=26142129;2=26142130;3=26142131;4=26142132|0.0
14B栋|1020|10|4|1=26142201;2=26142202;3=26142203;4=26142204|0.0
14B栋|1021|10|4|1=26142205;2=26142206;3=26142207;4=26142208|0.0
14B栋|1022|10|4|1=26142209;2=26142210;3=26142211;4=26142212|0.0
14B栋|1023|10|4|1=26142213;2=26142214;3=26142215;4=26142216|0.0
14B栋|1024|10|4|1=26142217;2=26142218;3=26142219;4=26142220|0.0
14B栋|1025|10|4|1=26142221;2=26142222;3=26142223;4=26142224|0.0
14B栋|1026|10|4|1=26142225;2=26142226;3=26142227;4=26142228|0.0
14B栋|1027|10|4|1=26142229;2=26142230;3=26142231;4=26142232|0.0
14B栋|1028|10|4|1=26142301;2=26142302;3=26142303;4=26142304|0.0
14B栋|1029|10|4|1=26142305;2=26142306;3=26142307;4=26142308|0.0
14B栋|1030|10|4|1=26142309;2=26142310;3=26142311;4=26142312|0.0
14B栋|1031|10|4|1=26142313;2=26142314;3=26142315;4=26142316|0.0
14B栋|1032|10|4|1=26142317;2=26142318;3=26142319;4=26142320|0.0
14B栋|1033|10|4|1=26142321;2=26142322;3=26142323;4=26142324|0.0
14B栋|1034|10|4|1=26142325;2=26142326;3=26142327;4=26142328|0.0
14B栋|1035|10|4|1=26142329;2=26142330;3=26142331;4=26142332|0.0
14B栋|1036|10|4|1=26142401;2=26142402;3=26142403;4=26142404|0.0
14B栋|1037|10|4|1=26142405;2=26142406;3=26142407;4=26142408|0.0
14B栋|1038|10|4|1=26142409;2=26142410;3=26142411;4=26142412|0.0
14B栋|1039|10|4|1=26142413;2=26142414;3=26142415;4=26142416|0.0
14B栋|1040|10|4|1=26142417;2=26142418;3=26142419;4=26142420|0.0
14B栋|1041|10|4|1=26142421;2=26142422;3=26142423;4=26142424|0.0
14B栋|1042|10|4|1=26142425;2=26142426;3=26142427;4=26142428|0.0
14B栋|1043|10|4|1=26142429;2=26142430;3=26142431;4=26142432|0.0
14B栋|1044|10|4|1=26143101;2=26143102;3=26143103;4=26143104|0.0
14B栋|1045|10|4|1=26143105;2=26143106;3=26143107;4=26143108|0.0
14B栋|1101|11|4|1=26143109;2=26143110;3=26143111;4=26143112|0.0
14B栋|1102|11|4|1=26143113;2=26143114;3=26143115;4=26143116|0.0
14B栋|1103|11|4|1=26143117;2=26143118;3=26143119;4=26143120|0.0
14B栋|1104|11|4|1=26143121;2=26143122;3=26143123;4=26143124|0.0
14B栋|1105|11|4|1=26143125;2=26143126;3=26143127;4=26143128|0.0
14B栋|1106|11|4|1=26143129;2=26143130;3=26143131;4=26143132|0.0
14B栋|1107|11|4|1=26143201;2=26143202;3=26143203;4=26143204|0.0
14B栋|1108|11|4|1=26143205;2=26143206;3=26143207;4=26143208|0.0
14B栋|1109|11|4|1=26143209;2=26143210;3=26143211;4=26143212|0.0
14B栋|1110|11|4|1=26143213;2=26143214;3=26143215;4=26143216|0.0
14B栋|1111|11|4|1=26143217;2=26143218;3=26143219;4=26143220|0.0
14B栋|1112|11|4|1=26143221;2=26143222;3=26143223;4=26143224|0.0
14B栋|1113|11|4|1=26143225;2=26143226;3=26143227;4=26143228|0.0
14B栋|1114|11|4|1=26143229;2=26143230;3=26143231;4=26143232|0.0
14B栋|1115|11|4|1=26143301;2=26143302;3=26143303;4=26143304|0.0
14B栋|1116|11|4|1=26143305;2=26143306;3=26143307;4=26143308|0.0
14B栋|1117|11|4|1=26143309;2=26143310;3=26143311;4=26143312|0.0
14B栋|1118|11|4|1=26143313;2=26143314;3=26143315;4=26143316|0.0
14B栋|1119|11|4|1=26143317;2=26143318;3=26143319;4=26143320|0.0
14B栋|1120|11|4|1=26143321;2=26143322;3=26143323;4=26143324|0.0
14B栋|1121|11|4|1=26143325;2=26143326;3=26143327;4=26143328|0.0
14B栋|1122|11|4|1=26143329;2=26143330;3=26143331;4=26143332|0.0
14B栋|1123|11|4|1=26143401;2=26143402;3=26143403;4=26143404|0.0
14B栋|1124|11|4|1=26143405;2=26143406;3=26143407;4=26143408|0.0
14B栋|1125|11|4|1=26143409;2=26143410;3=26143411;4=26143412|0.0
14B栋|1126|11|4|1=26143413;2=26143414;3=26143415;4=26143416|0.0
14B栋|1127|11|4|1=26143417;2=26143418;3=26143419;4=26143420|0.0
14B栋|1128|11|4|1=26143421;2=26143422;3=26143423;4=26143424|0.0
14B栋|1129|11|4|1=26143425;2=26143426;3=26143427;4=26143428|0.0
14B栋|1130|11|4|1=26143429;2=26143430;3=26143431;4=26143432|0.0
14B栋|1131|11|4|1=26144101;2=26144102;3=26144103;4=26144104|0.0
14B栋|1132|11|4|1=26144105;2=26144106;3=26144107;4=26144108|0.0
14B栋|1133|11|4|1=26144109;2=26144110;3=26144111;4=26144112|0.0
14B栋|1134|11|4|1=26144113;2=26144114;3=26144115;4=26144116|0.0
14B栋|1135|11|4|1=26144117;2=26144118;3=26144119;4=26144120|0.0
14B栋|1136|11|4|1=26144121;2=26144122;3=26144123;4=26144124|0.0
14B栋|1137|11|4|1=26144125;2=26144126;3=26144127;4=26144128|0.0
14B栋|1138|11|4|1=26144129;2=26144130;3=26144131;4=26144132|0.0
14B栋|1139|11|4|1=26144201;2=26144202;3=26144203;4=26144204|0.0
14B栋|1140|11|4|1=26144205;2=26144206;3=26144207;4=26144208|0.0
14B栋|1141|11|4|1=26144209;2=26144210;3=26144211;4=26144212|0.0
14B栋|1142|11|4|1=26144213;2=26144214;3=26144215;4=26144216|0.0
14B栋|1143|11|4|1=26144217;2=26144218;3=26144219;4=26144220|0.0
14B栋|1144|11|4|1=26144221;2=26144222;3=26144223;4=26144224|0.0
14B栋|1145|11|4|1=26144225;2=26144226;3=26144227;4=26144228|0.0
14B栋|1201|12|4|1=26144229;2=26144230;3=26144231;4=26144232|0.0
14B栋|1202|12|4|1=26144301;2=26144302;3=26144303;4=26144304|0.0
14B栋|1203|12|4|1=26144305;2=26144306;3=26144307;4=26144308|0.0
14B栋|1204|12|4|1=26144309;2=26144310;3=26144311;4=26144312|0.0
14B栋|1205|12|4|1=26144313;2=26144314;3=26144315;4=26144316|0.0
14B栋|1206|12|4|1=26144317;2=26144318;3=26144319;4=26144320|0.0
14B栋|1207|12|4|1=26144321;2=26144322;3=26144323;4=26144324|0.0
14B栋|1208|12|4|1=26144325;2=26144326;3=26144327;4=26144328|0.0
14B栋|1209|12|4|1=26144329;2=26144330;3=26144331;4=26144332|0.0
14B栋|1210|12|4|1=26144401;2=26144402;3=26144403;4=26144404|0.0
14B栋|1211|12|4|1=26144405;2=26144406;3=26144407;4=26144408|0.0
14B栋|1212|12|4|1=26144409;2=26144410;3=26144411;4=26144412|0.0
14B栋|1213|12|4|1=26144413;2=26144414;3=26144415;4=26144416|0.0
14B栋|1214|12|4|1=26144417;2=26144418;3=26144419;4=26144420|0.0
14B栋|1215|12|4|1=26144421;2=26144422;3=26144423;4=26144424|0.0
14B栋|1216|12|4|1=26144425;2=26144426;3=26144427;4=26144428|0.0
14B栋|1217|12|4|1=26144429;2=26144430;3=26144431;4=26144432|0.0
14B栋|1218|12|4|1=;2=;3=;4=|0.0
14B栋|1219|12|4|1=;2=;3=;4=|0.0
14B栋|1220|12|4|1=;2=;3=;4=|0.0
14B栋|1221|12|4|1=;2=;3=;4=|0.0
14B栋|1222|12|4|1=;2=;3=;4=|0.0
14B栋|1223|12|4|1=;2=;3=;4=|0.0
14B栋|1224|12|4|1=;2=;3=;4=|0.0
14B栋|1225|12|4|1=;2=;3=;4=|0.0
14B栋|1226|12|4|1=;2=;3=;4=|0.0
14B栋|1227|12|4|1=;2=;3=;4=|0.0
14B栋|1228|12|4|1=;2=;3=;4=|0.0
14B栋|1229|12|4|1=;2=;3=;4=|0.0
14B栋|1230|12|4|1=;2=;3=;4=|0.0
14B栋|1231|12|4|1=;2=;3=;4=|0.0
14B栋|1232|12|4|1=;2=;3=;4=|0.0
14B栋|1233|12|4|1=;2=;3=;4=|0.0
14B栋|1234|12|4|1=;2=;3=;4=|0.0
14B栋|1235|12|4|1=;2=;3=;4=|0.0
14B栋|1236|12|4|1=;2=;3=;4=|0.0
14B栋|1237|12|4|1=;2=;3=;4=|0.0
14B栋|1238|12|4|1=;2=;3=;4=|0.0
14B栋|1239|12|4|1=;2=;3=;4=|0.0
14B栋|1240|12|4|1=;2=;3=;4=|0.0
14B栋|1241|12|4|1=;2=;3=;4=|0.0
14B栋|1242|12|4|1=;2=;3=;4=|0.0
14B栋|1243|12|4|1=;2=;3=;4=|0.0
14B栋|1244|12|4|1=;2=;3=;4=|0.0
14B栋|1245|12|4|1=;2=;3=;4=|0.0
15A栋|101|1|4|1=23151133;2=23151134;3=23151135;4=23151136|0.0
15A栋|102|1|4|1=23151137;2=23151138;3=23151139;4=23151140|0.0
15A栋|103|1|4|1=23151233;2=23151234;3=23151235;4=23151236|0.0
15A栋|104|1|4|1=23151237;2=23151238;3=23151239;4=23151240|0.0
15A栋|105|1|4|1=23151333;2=23151334;3=23151335;4=23151336|0.0
15A栋|106|1|4|1=23151337;2=23151338;3=23151339;4=23151340|0.0
15A栋|107|1|4|1=23151433;2=23151434;3=23151435;4=23151436|0.0
15A栋|108|1|4|1=23151437;2=23151438;3=23151439;4=23151440|0.0
15A栋|109|1|4|1=23152133;2=23152134;3=23152135;4=23152136|0.0
15A栋|110|1|4|1=23152137;2=23152138;3=23152139;4=23152140|0.0
15A栋|111|1|4|1=23152233;2=23152234;3=23152235;4=23152236|0.0
15A栋|112|1|4|1=23152237;2=23152238;3=23152239;4=23152240|0.0
15A栋|113|1|4|1=23152333;2=23152334;3=23152335;4=23152336|0.0
15A栋|114|1|4|1=23152337;2=23152338;3=23152339;4=23152340|0.0
15A栋|115|1|4|1=23152433;2=23152434;3=23152435;4=23152436|0.0
15A栋|116|1|4|1=23152437;2=23152438;3=23152439;4=23152440|0.0
15A栋|117|1|4|1=23153133;2=23153134;3=23153135;4=23153136|0.0
15A栋|118|1|4|1=23153137;2=23153138;3=23153139;4=23153140|0.0
15A栋|119|1|4|1=23153233;2=23153234;3=23153235;4=23153236|0.0
15A栋|120|1|4|1=23153237;2=23153238;3=23153239;4=23153240|0.0
15A栋|121|1|4|1=23153333;2=23153334;3=23153335;4=23153336|0.0
15A栋|122|1|4|1=23153337;2=23153338;3=23153339;4=23153340|0.0
15A栋|123|1|4|1=23153433;2=23153434;3=23153435;4=23153436|0.0
15A栋|124|1|4|1=23153437;2=23153438;3=23153439;4=23153440|0.0
15A栋|125|1|4|1=23154133;2=23154134;3=23154135;4=23154136|0.0
15A栋|126|1|4|1=23154137;2=23154138;3=23154139;4=23154140|0.0
15A栋|127|1|4|1=23154233;2=23154234;3=23154235;4=23154236|0.0
15A栋|128|1|4|1=23154237;2=23154238;3=23154239;4=23154240|0.0
15A栋|129|1|4|1=23154333;2=23154334;3=23154335;4=23154336|0.0
15A栋|130|1|4|1=23154337;2=23154338;3=23154339;4=23154340|0.0
15A栋|131|1|4|1=23154433;2=23154434;3=23154435;4=23154436|0.0
15A栋|132|1|4|1=23154437;2=23154438;3=23154439;4=23154440|0.0
15A栋|133|1|4|1=24151133;2=24151134;3=24151135;4=24151136|0.0
15A栋|134|1|4|1=24151137;2=24151138;3=24151139;4=24151140|0.0
15A栋|135|1|4|1=24151233;2=24151234;3=24151235;4=24151236|0.0
15A栋|136|1|4|1=24151237;2=24151238;3=24151239;4=24151240|0.0
15A栋|137|1|4|1=24151333;2=24151334;3=24151335;4=24151336|0.0
15A栋|138|1|4|1=24151337;2=24151338;3=24151339;4=24151340|0.0
15A栋|139|1|4|1=24151433;2=24151434;3=24151435;4=24151436|0.0
15A栋|140|1|4|1=24151437;2=24151438;3=24151439;4=24151440|0.0
15A栋|141|1|4|1=24152133;2=24152134;3=24152135;4=24152136|0.0
15A栋|142|1|4|1=24152137;2=24152138;3=24152139;4=24152140|0.0
15A栋|143|1|4|1=24152233;2=24152234;3=24152235;4=24152236|0.0
15A栋|144|1|4|1=24152237;2=24152238;3=24152239;4=24152240|0.0
15A栋|145|1|4|1=24152333;2=24152334;3=24152335;4=24152336|0.0
15A栋|201|2|4|1=24152337;2=24152338;3=24152339;4=24152340|0.0
15A栋|202|2|4|1=24152433;2=24152434;3=24152435;4=24152436|0.0
15A栋|203|2|4|1=24152437;2=24152438;3=24152439;4=24152440|0.0
15A栋|204|2|4|1=24153133;2=24153134;3=24153135;4=24153136|0.0
15A栋|205|2|4|1=24153137;2=24153138;3=24153139;4=24153140|0.0
15A栋|206|2|4|1=24153233;2=24153234;3=24153235;4=24153236|0.0
15A栋|207|2|4|1=24153237;2=24153238;3=24153239;4=24153240|0.0
15A栋|208|2|4|1=24153333;2=24153334;3=24153335;4=24153336|0.0
15A栋|209|2|4|1=24153337;2=24153338;3=24153339;4=24153340|0.0
15A栋|210|2|4|1=24153433;2=24153434;3=24153435;4=24153436|0.0
15A栋|211|2|4|1=24153437;2=24153438;3=24153439;4=24153440|0.0
15A栋|212|2|4|1=24154133;2=24154134;3=24154135;4=24154136|0.0
15A栋|213|2|4|1=24154137;2=24154138;3=24154139;4=24154140|0.0
15A栋|214|2|4|1=24154233;2=24154234;3=24154235;4=24154236|0.0
15A栋|215|2|4|1=24154237;2=24154238;3=24154239;4=24154240|0.0
15A栋|216|2|4|1=24154333;2=24154334;3=24154335;4=24154336|0.0
15A栋|217|2|4|1=24154337;2=24154338;3=24154339;4=24154340|0.0
15A栋|218|2|4|1=24154433;2=24154434;3=24154435;4=24154436|0.0
15A栋|219|2|4|1=24154437;2=24154438;3=24154439;4=24154440|0.0
15A栋|220|2|4|1=25151133;2=25151134;3=25151135;4=25151136|0.0
15A栋|221|2|4|1=25151137;2=25151138;3=25151139;4=25151140|0.0
15A栋|222|2|4|1=25151233;2=25151234;3=25151235;4=25151236|0.0
15A栋|223|2|4|1=25151237;2=25151238;3=25151239;4=25151240|0.0
15A栋|224|2|4|1=25151333;2=25151334;3=25151335;4=25151336|0.0
15A栋|225|2|4|1=25151337;2=25151338;3=25151339;4=25151340|0.0
15A栋|226|2|4|1=25151433;2=25151434;3=25151435;4=25151436|0.0
15A栋|227|2|4|1=25151437;2=25151438;3=25151439;4=25151440|0.0
15A栋|228|2|4|1=25152133;2=25152134;3=25152135;4=25152136|0.0
15A栋|229|2|4|1=25152137;2=25152138;3=25152139;4=25152140|0.0
15A栋|230|2|4|1=25152233;2=25152234;3=25152235;4=25152236|0.0
15A栋|231|2|4|1=25152237;2=25152238;3=25152239;4=25152240|0.0
15A栋|232|2|4|1=25152333;2=25152334;3=25152335;4=25152336|0.0
15A栋|233|2|4|1=25152337;2=25152338;3=25152339;4=25152340|0.0
15A栋|234|2|4|1=25152433;2=25152434;3=25152435;4=25152436|0.0
15A栋|235|2|4|1=25152437;2=25152438;3=25152439;4=25152440|0.0
15A栋|236|2|4|1=25153133;2=25153134;3=25153135;4=25153136|0.0
15A栋|237|2|4|1=25153137;2=25153138;3=25153139;4=25153140|0.0
15A栋|238|2|4|1=25153233;2=25153234;3=25153235;4=25153236|0.0
15A栋|239|2|4|1=25153237;2=25153238;3=25153239;4=25153240|0.0
15A栋|240|2|4|1=25153333;2=25153334;3=25153335;4=25153336|0.0
15A栋|241|2|4|1=25153337;2=25153338;3=25153339;4=25153340|0.0
15A栋|242|2|4|1=25153433;2=25153434;3=25153435;4=25153436|0.0
15A栋|243|2|4|1=25153437;2=25153438;3=25153439;4=25153440|0.0
15A栋|244|2|4|1=25154133;2=25154134;3=25154135;4=25154136|0.0
15A栋|245|2|4|1=25154137;2=25154138;3=25154139;4=25154140|0.0
15A栋|301|3|4|1=25154233;2=25154234;3=25154235;4=25154236|0.0
15A栋|302|3|4|1=25154237;2=25154238;3=25154239;4=25154240|0.0
15A栋|303|3|4|1=25154333;2=25154334;3=25154335;4=25154336|0.0
15A栋|304|3|4|1=25154337;2=25154338;3=25154339;4=25154340|0.0
15A栋|305|3|4|1=25154433;2=25154434;3=25154435;4=25154436|0.0
15A栋|306|3|4|1=25154437;2=25154438;3=25154439;4=25154440|0.0
15A栋|307|3|4|1=26151133;2=26151134;3=26151135;4=26151136|0.0
15A栋|308|3|4|1=26151137;2=26151138;3=26151139;4=26151140|0.0
15A栋|309|3|4|1=26151233;2=26151234;3=26151235;4=26151236|0.0
15A栋|310|3|4|1=26151237;2=26151238;3=26151239;4=26151240|0.0
15A栋|311|3|4|1=26151333;2=26151334;3=26151335;4=26151336|0.0
15A栋|312|3|4|1=26151337;2=26151338;3=26151339;4=26151340|0.0
15A栋|313|3|4|1=26151433;2=26151434;3=26151435;4=26151436|0.0
15A栋|314|3|4|1=26151437;2=26151438;3=26151439;4=26151440|0.0
15A栋|315|3|4|1=26152133;2=26152134;3=26152135;4=26152136|0.0
15A栋|316|3|4|1=26152137;2=26152138;3=26152139;4=26152140|0.0
15A栋|317|3|4|1=26152233;2=26152234;3=26152235;4=26152236|0.0
15A栋|318|3|4|1=26152237;2=26152238;3=26152239;4=26152240|0.0
15A栋|319|3|4|1=26152333;2=26152334;3=26152335;4=26152336|0.0
15A栋|320|3|4|1=26152337;2=26152338;3=26152339;4=26152340|0.0
15A栋|321|3|4|1=26152433;2=26152434;3=26152435;4=26152436|0.0
15A栋|322|3|4|1=26152437;2=26152438;3=26152439;4=26152440|0.0
15A栋|323|3|4|1=26153133;2=26153134;3=26153135;4=26153136|0.0
15A栋|324|3|4|1=26153137;2=26153138;3=26153139;4=26153140|0.0
15A栋|325|3|4|1=26153233;2=26153234;3=26153235;4=26153236|0.0
15A栋|326|3|4|1=26153237;2=26153238;3=26153239;4=26153240|0.0
15A栋|327|3|4|1=26153333;2=26153334;3=26153335;4=26153336|0.0
15A栋|328|3|4|1=26153337;2=26153338;3=26153339;4=26153340|0.0
15A栋|329|3|4|1=26153433;2=26153434;3=26153435;4=26153436|0.0
15A栋|330|3|4|1=26153437;2=26153438;3=26153439;4=26153440|0.0
15A栋|331|3|4|1=26154133;2=26154134;3=26154135;4=26154136|0.0
15A栋|332|3|4|1=26154137;2=26154138;3=26154139;4=26154140|0.0
15A栋|333|3|4|1=26154233;2=26154234;3=26154235;4=26154236|0.0
15A栋|334|3|4|1=26154237;2=26154238;3=26154239;4=26154240|0.0
15A栋|335|3|4|1=26154333;2=26154334;3=26154335;4=26154336|0.0
15A栋|336|3|4|1=26154337;2=26154338;3=26154339;4=26154340|0.0
